0.010000, 0.000732
 0.020000, 0.000732
 0.030000, 0.000733
 0.040000, 0.000732
 0.050000, 0.000732
 0.060000, 0.000732
 0.070000, 0.000733
 0.080000, 0.000732
 0.090000, 0.000732
 0.100000, 0.000732
 0.110000, 0.000733
 0.120000, 0.000732
 0.130000, 0.000732
 0.140000, 0.000732
 0.150000, 0.000733
 0.160000, 0.000732
 0.170000, 0.000732
 0.180000, 0.000732
 0.190000, 0.000733
 0.200000, 0.000732
 0.210000, 0.000732
 0.220000, 0.000732
 0.230000, 0.000733
 0.240000, 0.000732
 0.250000, 0.000732
 0.260000, 0.000732
 0.270000, 0.000733
 0.280000, 0.000732
 0.290000, 0.000732
 0.300000, 0.000733
 0.310000, 0.000733
 0.320000, 0.000732
 0.330000, 0.000732
 0.340000, 0.000733
 0.350000, 0.000733
 0.360000, 0.000732
 0.370000, 0.000732
 0.380000, 0.000733
 0.390000, 0.000733
 0.400000, 0.000732
 0.410000, 0.000732
 0.420000, 0.000733
 0.430000, 0.000733
 0.440000, 0.000732
 0.450000, 0.000732
 0.460000, 0.000733
 0.470000, 0.000733
 0.480000, 0.000732
 0.490000, 0.000732
 0.500000, 0.000733
 0.510000, 0.000733
 0.520000, 0.000732
 0.530000, 0.000732
 0.540000, 0.000733
 0.550000, 0.000733
 0.560000, 0.000732
 0.570000, 0.000732
 0.580000, 0.000733
 0.590000, 0.000732
 0.600000, 0.000732
 0.610000, 0.000732
 0.620000, 0.000733
 0.630000, 0.000732
 0.640000, 0.000732
 0.650000, 0.000732
 0.660000, 0.000733
 0.670000, 0.000732
 0.680000, 0.000732
 0.690000, 0.000732
 0.700000, 0.000733
 0.710000, 0.000732
 0.720000, 0.000732
 0.730000, 0.000732
 0.740000, 0.000733
 0.750000, 0.000732
 0.760000, 0.000732
 0.770000, 0.000732
 0.780000, 0.000733
 0.790000, 0.000732
 0.800000, 0.000732
 0.810000, 0.000732
 0.820000, 0.000733
 0.830000, 0.000732
 0.839999, 0.000732
 0.849999, 0.000732
 0.859999, 0.000733
 0.869999, 0.000732
 0.879999, 0.000732
 0.889999, 0.000732
 0.899999, 0.000733
 0.909999, 0.000733
 0.919999, 0.000732
 0.929999, 0.000732
 0.939999, 0.000733
 0.949999, 0.000733
 0.959999, 0.000732
 0.969999, 0.000732
 0.979999, 0.000733
 0.989999, 0.000733
 0.999999, 0.000732
 1.009999, 0.000732
 1.019999, 0.000732
 1.029999, 0.000733
 1.039999, 0.000732
 1.049999, 0.000732
 1.059999, 0.000732
 1.069999, 0.000733
 1.079999, 0.000732
 1.089999, 0.000732
 1.099999, 0.000732
 1.109999, 0.000733
 1.119999, 0.000733
 1.129999, 0.000732
 1.139999, 0.000732
 1.149999, 0.000733
 1.159999, 0.000733
 1.169999, 0.000732
 1.179999, 0.000732
 1.189999, 0.000733
 1.199999, 0.000733
 1.209999, 0.000732
 1.219999, 0.000732
 1.229999, 0.000732
 1.239999, 0.000733
 1.249999, 0.000732
 1.259999, 0.000732
 1.269999, 0.000732
 1.279999, 0.000733
 1.289999, 0.000732
 1.299999, 0.000732
 1.309999, 0.000732
 1.319999, 0.000733
 1.329999, 0.000732
 1.339999, 0.000732
 1.349999, 0.000732
 1.359999, 0.000733
 1.369999, 0.000733
 1.379999, 0.000732
 1.389999, 0.000732
 1.399999, 0.000733
 1.409999, 0.000733
 1.419999, 0.000732
 1.429999, 0.000732
 1.439999, 0.000732
 1.449999, 0.000744
 1.459999, 0.000737
 1.469999, 0.000731
 1.479999, 0.000727
 1.489999, 0.000721
 1.499999, 0.000716
 1.509999, 0.000709
 1.519999, 0.000704
 1.529999, 0.000699
 1.539999, 0.000694
 1.549999, 0.000688
 1.559999, 0.000683
 1.569999, 0.000677
 1.579999, 0.000673
 1.589999, 0.000668
 1.599999, 0.000663
 1.609999, 0.000659
 1.619999, 0.000653
 1.629999, 0.000648
 1.639999, 0.000644
 1.649999, 0.000639
 1.659999, 0.000635
 1.669999, 0.000629
 1.679999, 0.000624
 1.689999, 0.000621
 1.699999, 0.000616
 1.709999, 0.000612
 1.719999, 0.000608
 1.729999, 0.000603
 1.739999, 0.000600
 1.749999, 0.000596
 1.759999, 0.000592
 1.769999, 0.000588
 1.779999, 0.000584
 1.789999, 0.000580
 1.799999, 0.000578
 1.809999, 0.000574
 1.819999, 0.000572
 1.829999, 0.000567
 1.839999, 0.000564
 1.849999, 0.000562
 1.859999, 0.000559
 1.869999, 0.000556
 1.879999, 0.000553
 1.889999, 0.000550
 1.899999, 0.000549
 1.909999, 0.000546
 1.919999, 0.000544
 1.929999, 0.000541
 1.939999, 0.000539
 1.949998, 0.000537
 1.959998, 0.000536
 1.969998, 0.000534
 1.979998, 0.000533
 1.989998, 0.000531
 1.999998, 0.000529
